key,review_text,CSI,category,familiarity,impact,reason,explanation,reformulation
50086+self:India+fiction,"In 1985 Abraham Verghese, a young Indian doctor specializing in infectious diseases, was working in Johnson City, Tennessee. Nestled in the Smoky Mountains, the town had always seemed exempt from the anxieties and modern American life. But that summer, the local hospital treated its first AIDS patient, and before long a crisis that had once seemed an ""urban problem"" had arrived in town to stay. 
 This is Verghese's memoir of that time. Using several case studies to illustrate, he tells the community's story as well as that of his own personal journey. It is informative, inspiring, tender, frightening, compassionate and memorable. 
 This is a story of courage and fear, of uninformed reactions and thoughtful response, of death and living, of bemoaning one's fate and rising to the occasion, of being an outsider and belonging to a community, of angry denial and graceful acceptance. Verghese is eloquent in describing his surroundings, patients and others in the town and surrounding area.",AIDS,Social,Somewhat familiar,Medium,"While AIDS is a global issue, its specific historical context in the 1980s USA might be less familiar.","A serious disease caused by the HIV virus, which was a major health crisis in the 1980s.","In 1985, Abraham Verghese, a young Indian doctor specializing in infectious diseases, was working in a small city in the southeastern United States. Nestled in a mountain range known for its misty appearance and biodiversity, the town had always seemed exempt from the anxieties and modern American life. But that summer, the local hospital treated its first patient with a serious disease caused by the HIV virus, and before long a crisis that had once seemed an 'urban problem' had arrived in town to stay. This is Verghese's memoir of that time. Using several case studies to illustrate, he tells the community's story as well as that of his own personal journey. It is informative, inspiring, tender, frightening, compassionate and memorable. This is a story of courage and fear, of uninformed reactions and thoughtful response, of death and living, of bemoaning one's fate and rising to the occasion, of being an outsider and belonging to a community, of angry denial and graceful acceptance. Verghese is eloquent in describing his surroundings, patients and others in the town and surrounding area."
50089+self:India+fiction,"Sounds like a great story from someone free of homophobia at a time marked by that disease as much as the disease of AIDS. Multiple medical professionals in my family causes me to have familiarity and interest in the professions, so there's that as well. And also content about outsider-ness, and one person's experience as an Indian-American, and other to-an-extent universal interpersonal aspects; altogether fascinating!",homophobia,Social,Somewhat familiar,Medium,"While the concept of homophobia is known, its historical context and impact in Western societies might be less familiar.",Discrimination or prejudice against homosexual people.,"Sounds like a great story from someone free of prejudice against homosexuals at a time marked by that and the disease of AIDS. Multiple medical professionals in my family cause me to have familiarity and interest in the professions, so there's that as well. And also content about feeling like an outsider, and one person's experience as an Indian-American, and other somewhat universal interpersonal aspects; altogether fascinating!"
50089+self:India+fiction,"Sounds like a great story from someone free of homophobia at a time marked by that disease as much as the disease of AIDS. Multiple medical professionals in my family causes me to have familiarity and interest in the professions, so there's that as well. And also content about outsider-ness, and one person's experience as an Indian-American, and other to-an-extent universal interpersonal aspects; altogether fascinating!",AIDS,Material,Somewhat familiar,Medium,The historical context and societal impact of AIDS in Western countries might be less familiar.,"A disease caused by HIV, affecting the immune system.","Sounds like a great story from someone free of prejudice against homosexuals at a time marked by that and the disease of AIDS. Multiple medical professionals in my family cause me to have familiarity and interest in the professions, so there's that as well. And also content about feeling like an outsider, and one person's experience as an Indian-American, and other somewhat universal interpersonal aspects; altogether fascinating!"
50089+self:India+fiction,"Sounds like a great story from someone free of homophobia at a time marked by that disease as much as the disease of AIDS. Multiple medical professionals in my family causes me to have familiarity and interest in the professions, so there's that as well. And also content about outsider-ness, and one person's experience as an Indian-American, and other to-an-extent universal interpersonal aspects; altogether fascinating!",Indian-American,Social,Familiar,Low,The concept of Indian-Americans is known but might need context in terms of their experiences in the U.S.,People of Indian origin living in the United States.,"Sounds like a great story from someone free of prejudice against homosexuals at a time marked by that and the disease of AIDS. Multiple medical professionals in my family cause me to have familiarity and interest in the professions, so there's that as well. And also content about feeling like an outsider, and one person's experience as an Indian-American, and other somewhat universal interpersonal aspects; altogether fascinating!"
112047+self:India+fiction,"I really did not like this book, but I don't know if it's because William hurt read it so poorly or because it was just a poorly written book. I was left scratching my head numerous times. There really seemed to be no plot...no point. William hurt might be a great Shakespearean actor, but his narration stinks. I think that was the hardest thing to follow, really. Maybe if someone else had narrated, I might have liked it. I might need to try reading the book, rather than listening to it, but as it stands, I did not like it.",William hurt,Material,Somewhat familiar,Medium,William Hurt is a specific actor whose work might not be widely known in urban India.,William Hurt is an American actor known for his roles in films and theater.,"I really did not like this book, but I don't know if it's because the narrator read it so poorly or because it was just a poorly written book. I was left scratching my head numerous times. There really seemed to be no plot...no point. The narrator might be a great actor in classical plays, but his narration stinks. I think that was the hardest thing to follow, really. Maybe if someone else had narrated, I might have liked it. I might need to try reading the book, rather than listening to it, but as it stands, I did not like it."
112047+self:India+fiction,"I really did not like this book, but I don't know if it's because William hurt read it so poorly or because it was just a poorly written book. I was left scratching my head numerous times. There really seemed to be no plot...no point. William hurt might be a great Shakespearean actor, but his narration stinks. I think that was the hardest thing to follow, really. Maybe if someone else had narrated, I might have liked it. I might need to try reading the book, rather than listening to it, but as it stands, I did not like it.",Shakespearean actor,Customs,Somewhat familiar,Medium,The concept of a Shakespearean actor might not be fully understood due to cultural differences in theatrical traditions.,"An actor specialized in performing plays by William Shakespeare, a famous English playwright.","I really did not like this book, but I don't know if it's because the narrator read it so poorly or because it was just a poorly written book. I was left scratching my head numerous times. There really seemed to be no plot...no point. The narrator might be a great actor in classical plays, but his narration stinks. I think that was the hardest thing to follow, really. Maybe if someone else had narrated, I might have liked it. I might need to try reading the book, rather than listening to it, but as it stands, I did not like it."
50097+self:India+fiction,"By the author of CUTTING FOR STONE, this is Verghese's autobiography beginning when he had arrived in the U.S. from Ethiopia and India. It is a fascinating story of the beginning of the AIDS epidemic in the States. In particular Verghese was located in rural Eastern Tennessee. 
 Although it sounds as if it must be a depressing book, in fact, it was wonderful. It was not a quick read as there was so much detail in it! But it WAS fascinating as the reader got to know Abraham's patients intimately. It was wonderful how much he loved them all and cared for them in a way that we all wish our doctors would care for us. 
 If you enjoy autobiography and you also are lucky enough to understand a bit of medicine, I think you will really enjoy this book.",AIDS epidemic,Customs,Somewhat familiar,Medium,"While AIDS is known in India, the historical context and impact of the epidemic in the U.S. might be less familiar.","AIDS epidemic: A significant health crisis in the 1980s-90s, especially in the U.S., affecting many lives.","By the author of CUTTING FOR STONE, this is Verghese's autobiography beginning when he had arrived in the U.S. from Ethiopia and India. It is a fascinating story of the beginning of the AIDS crisis in the States. In particular, Verghese was located in a rural area of Eastern Tennessee. Although it sounds as if it must be a depressing book, in fact, it was wonderful. It was not a quick read as there was so much detail in it! But it WAS fascinating as the reader got to know Abraham's patients intimately. It was wonderful how much he loved them all and cared for them in a way that we all wish our doctors would care for us. If you enjoy autobiography and you also are lucky enough to understand a bit of medicine, I think you will really enjoy this book."
50097+self:India+fiction,"By the author of CUTTING FOR STONE, this is Verghese's autobiography beginning when he had arrived in the U.S. from Ethiopia and India. It is a fascinating story of the beginning of the AIDS epidemic in the States. In particular Verghese was located in rural Eastern Tennessee. 
 Although it sounds as if it must be a depressing book, in fact, it was wonderful. It was not a quick read as there was so much detail in it! But it WAS fascinating as the reader got to know Abraham's patients intimately. It was wonderful how much he loved them all and cared for them in a way that we all wish our doctors would care for us. 
 If you enjoy autobiography and you also are lucky enough to understand a bit of medicine, I think you will really enjoy this book.",rural Eastern Tennessee,Ecology,Unfamiliar,Medium,Geographical and cultural specifics of rural Eastern Tennessee might be unfamiliar to someone from urban India.,"Rural Eastern Tennessee: A region in the southeastern U.S., known for its countryside and distinct local culture.","By the author of CUTTING FOR STONE, this is Verghese's autobiography beginning when he had arrived in the U.S. from Ethiopia and India. It is a fascinating story of the beginning of the AIDS crisis in the States. In particular, Verghese was located in a rural area of Eastern Tennessee. Although it sounds as if it must be a depressing book, in fact, it was wonderful. It was not a quick read as there was so much detail in it! But it WAS fascinating as the reader got to know Abraham's patients intimately. It was wonderful how much he loved them all and cared for them in a way that we all wish our doctors would care for us. If you enjoy autobiography and you also are lucky enough to understand a bit of medicine, I think you will really enjoy this book."
110387+self:India+fiction,"Started off rather depressing, with very negative narratives of the North, but then turned a corner and became very interesting. 
 Seems it was written in the 90s, and I wonder what the author would have to say if he had to do it again? 
 Interesting book, especially the parts about Sri Lanka, Pakistan & Reunion.",Reunion,Ecology,Unfamiliar,Medium,"Reunion is a French overseas department in the Indian Ocean, which might not be commonly known in urban India.","Reunion is a French island in the Indian Ocean, east of Madagascar.","Started off rather depressing, with very negative narratives of the North, but then turned a corner and became very interesting. Seems it was written in the 90s, and I wonder what the author would have to say if he had to do it again? Interesting book, especially the parts about Sri Lanka, Pakistan & the French island of Reunion."
110645+self:India+fiction,"Short but helpful. each story tells a separate story of its own. That's the uniqueness in Mrs Murty's writing style, though she is very versatile in writing too. After reading her books U never feel lonely, it doesn't even matter for a while even if U are world's loneliest person. ""A book is your best friend"", her books are very justified to this phrase.",,,,,,,
110389+self:India+fiction,"I loved this book. Such fascinating and interesting essays - made me want to read so much more about Sri Lankan history, about the Bhutto family, and about all of the places mentioned in the book. It is part travelogue, part enrichment - you get to learn about a place you don't know much about. The fact that most of the stories are from the 80s means that you get a relatively recent update on what is going on in India unlike traditional history.",Sri Lankan history,Customs,Somewhat familiar,Medium,"While Sri Lanka is geographically close to India, detailed historical knowledge about Sri Lanka may not be common among urban Indians.","History of Sri Lanka, including its colonial past, civil war, and cultural heritage.","I loved this book. Such fascinating and interesting essays - made me want to read so much more about the history of Sri Lanka, about the prominent political family in Pakistan, and about all of the places mentioned in the book. It is part travelogue, part enrichment - you get to learn about a place you don't know much about. The fact that most of the stories are from the 80s means that you get a relatively recent update on what is going on in India unlike traditional history."
110389+self:India+fiction,"I loved this book. Such fascinating and interesting essays - made me want to read so much more about Sri Lankan history, about the Bhutto family, and about all of the places mentioned in the book. It is part travelogue, part enrichment - you get to learn about a place you don't know much about. The fact that most of the stories are from the 80s means that you get a relatively recent update on what is going on in India unlike traditional history.",Bhutto family,Social,Somewhat familiar,Medium,"The Bhutto family is a significant political family in Pakistan, which may not be well-known to all urban Indians.","Prominent political family in Pakistan, including leaders like Zulfikar Ali Bhutto and Benazir Bhutto.","I loved this book. Such fascinating and interesting essays - made me want to read so much more about the history of Sri Lanka, about the prominent political family in Pakistan, and about all of the places mentioned in the book. It is part travelogue, part enrichment - you get to learn about a place you don't know much about. The fact that most of the stories are from the 80s means that you get a relatively recent update on what is going on in India unlike traditional history."
50103+self:India+fiction,"I wanted to love this book! It could be that my expectations were too high, but I felt it was a solid read, not remarkable. The early writing felt stilted, though by the end it had either gotten smoother, or I had grown used to it. Certainly worth the time, but far from falling in the couldn't-put-it-down category.",,,,,,,
110648+self:India+fiction,"It is a book with a compilation of numerous short real life stories, that are simple to read and are heart warming at the same time. 
 However the best feature of this book is that it goes beyond age groups. 
 Even as a child i would have relished these stories as much as i will when i narrate them to my younger cousins. :)",,,,,,,
2745+self:India+fiction,"I know I shouldn't, but I love Heinlein, and even most of his not-very-good books are still fun to read. This is basically just two people thrown into a series of random situations. The female character is such a classic Heinlein female. If you hate that sort of thing, skip it.",Heinlein,Linguistic,Somewhat familiar,Medium,"Robert A. Heinlein is a well-known American science fiction author, but not all Indian fiction lovers may be familiar with him.",Robert A. Heinlein is a famous American science fiction writer.,"I know I shouldn't, but I love Robert A. Heinlein, and even most of his not-very-good books are still fun to read. This is basically just two people thrown into a series of random situations. The female character is such a typical strong and independent woman often found in Heinlein's works. If you hate that sort of thing, skip it."
2745+self:India+fiction,"I know I shouldn't, but I love Heinlein, and even most of his not-very-good books are still fun to read. This is basically just two people thrown into a series of random situations. The female character is such a classic Heinlein female. If you hate that sort of thing, skip it.",classic Heinlein female,Social,Unfamiliar,High,"The concept of a 'classic Heinlein female' refers to a specific type of female character in Heinlein's works, which may be unfamiliar.","A 'classic Heinlein female' is an independent, strong, and often sexually liberated woman.","I know I shouldn't, but I love Robert A. Heinlein, and even most of his not-very-good books are still fun to read. This is basically just two people thrown into a series of random situations. The female character is such a typical strong and independent woman often found in Heinlein's works. If you hate that sort of thing, skip it."
97980+self:India+fiction,This was my first book of Devdutt series as I came to know that he wrote many books. Devlok has a logical meaning ofost of the question that comes to our mind about our mythology. Devdutt reads many scriptures and did a lot of homework to bring the answers for us. The most of the content I think is appropriate but need an enlightened person to put some more light on it. Otherwise an interesting read.,,,,,,,
111805+self:India+fiction,"Ethan Frome left shocked. Just yesterday, I was marvelled with the enchantment of the lonely world Edith Wharton had driven me to and thought ""what a beautiful way of telling this story!"" 
 As it is known, Ethan Frome is a tragic narration about two, or perhaps it should be said, three people. The descriptions of these characters, their adventures and misadventures, their feelings and strange relationships are so touching and yet realistic. 
 First one is wondering at the tragic web of events surrounding these people, so tragic indeed, as to raise one's sympathy page after page until...Let's just say, Edith Wharton gifted us with a plot as interesting as the ending is surprising.",Ethan Frome,Material,Somewhat familiar,Medium,"The name 'Ethan Frome' might not be widely recognized in Indian culture, affecting comprehension of the review's subject.","Ethan Frome is a character in Edith Wharton's novel, representing a tragic figure.","Ethan Frome left me shocked. Just yesterday, I was amazed by the lonely world the author had created and thought, 'what a beautiful way of telling this story!' Ethan Frome is a tragic story about two, or perhaps three people. The descriptions of these characters, their adventures and misadventures, their feelings and strange relationships are so touching and yet realistic. One wonders at the tragic web of events surrounding these people, so tragic indeed, as to raise one's sympathy page after page until... Let's just say, the author gifted us with a plot as interesting as the ending is surprising."
111805+self:India+fiction,"Ethan Frome left shocked. Just yesterday, I was marvelled with the enchantment of the lonely world Edith Wharton had driven me to and thought ""what a beautiful way of telling this story!"" 
 As it is known, Ethan Frome is a tragic narration about two, or perhaps it should be said, three people. The descriptions of these characters, their adventures and misadventures, their feelings and strange relationships are so touching and yet realistic. 
 First one is wondering at the tragic web of events surrounding these people, so tragic indeed, as to raise one's sympathy page after page until...Let's just say, Edith Wharton gifted us with a plot as interesting as the ending is surprising.",Edith Wharton,Material,Somewhat familiar,Medium,"Edith Wharton, an American author, may not be well-known in Indian culture, affecting understanding of the review's context.",Edith Wharton is an American novelist known for her works on American society.,"Ethan Frome left me shocked. Just yesterday, I was amazed by the lonely world the author had created and thought, 'what a beautiful way of telling this story!' Ethan Frome is a tragic story about two, or perhaps three people. The descriptions of these characters, their adventures and misadventures, their feelings and strange relationships are so touching and yet realistic. One wonders at the tragic web of events surrounding these people, so tragic indeed, as to raise one's sympathy page after page until... Let's just say, the author gifted us with a plot as interesting as the ending is surprising."
112189+self:India+fiction,"Picked up this book because it was on a list of important/must-read novels. 
 The title refers to the children born in the first hour of India's independence, each of them endowed with a form of supernatural powers. While a central storyline, at times you're made to forget all about it, while politics and relationships and survival take center stage. 
 The story bounces back and forth between the protagonist's (Saleem's) past and present. My favourite character was actually Saleem's present day love interest -- a maternal, practical woman, who cares for him and grounds him while he is writing down his story.",the first hour of India's independence,Customs,Somewhat familiar,Medium,"While the concept of India's independence is known, the specific reference to the first hour may not be commonly discussed.","Refers to the moment India gained independence from British rule on August 15, 1947.","Picked up this book because it was on a list of important/must-read novels. The title refers to the children born in the first hour of India's independence, each of them endowed with a form of supernatural powers. While a central storyline, at times you're made to forget all about it, while politics and relationships and survival take center stage. The story bounces back and forth between the protagonist's (Saleem's) past and present. My favourite character was actually Saleem's present day love interest -- a maternal, practical woman, who cares for him and grounds him while he is writing down his story."
112189+self:India+fiction,"Picked up this book because it was on a list of important/must-read novels. 
 The title refers to the children born in the first hour of India's independence, each of them endowed with a form of supernatural powers. While a central storyline, at times you're made to forget all about it, while politics and relationships and survival take center stage. 
 The story bounces back and forth between the protagonist's (Saleem's) past and present. My favourite character was actually Saleem's present day love interest -- a maternal, practical woman, who cares for him and grounds him while he is writing down his story.",Saleem,Linguistic,Somewhat familiar,Low,The name 'Saleem' might not be immediately relatable or common in urban Indian culture.,"Saleem is a common name in some cultures, meaning 'safe' or 'undamaged'.","Picked up this book because it was on a list of important/must-read novels. The title refers to the children born in the first hour of India's independence, each of them endowed with a form of supernatural powers. While a central storyline, at times you're made to forget all about it, while politics and relationships and survival take center stage. The story bounces back and forth between the protagonist's (Saleem's) past and present. My favourite character was actually Saleem's present day love interest -- a maternal, practical woman, who cares for him and grounds him while he is writing down his story."
9798+self:India+fiction,"I guess I can understand why this was such a sensation in the 1920's. It certainly has a timeless quality and its themes are articulated in a style which seems modern almost a century later. I devoured his descriptions of fishing in the Basque country and the bull fighting fiesta in Paloma. I was less impressed by the endless drinking and bar-hopping in Paris which comprise the first part of the book. 
 Since this was written we have witnessed other rudderless groups of young people, from the Beats in On The Road to Ken Kesey's Merry Pranksters. These groups share a propensity for deep and abiding friendship with Hemingway's Lost Generation...and a similar lack of purpose. That Hemingway was able to convey so much with his simple, spare prose is a mighty accomplishment but he failed to slay me.",Basque country,Ecology,Somewhat familiar,Medium,The Basque country is a specific region in Europe that may not be well-known to someone from urban India.,A region in northern Spain and southwestern France known for its unique culture and language.,"I understand why this was a sensation in the 1920s. It has a timeless quality and modern themes. I enjoyed his descriptions of fishing in northern Spain and the bullfighting festival in Paloma. I was less impressed by the endless drinking and bar-hopping in Paris in the first part of the book. Since then, we've seen other aimless groups of young people, from the Beats in 'On The Road' to Ken Kesey's Merry Pranksters. These groups share deep friendships with Hemingway's Lost Generation and a similar lack of purpose. Hemingway's simple, spare prose is impressive, but it didn't captivate me."
9798+self:India+fiction,"I guess I can understand why this was such a sensation in the 1920's. It certainly has a timeless quality and its themes are articulated in a style which seems modern almost a century later. I devoured his descriptions of fishing in the Basque country and the bull fighting fiesta in Paloma. I was less impressed by the endless drinking and bar-hopping in Paris which comprise the first part of the book. 
 Since this was written we have witnessed other rudderless groups of young people, from the Beats in On The Road to Ken Kesey's Merry Pranksters. These groups share a propensity for deep and abiding friendship with Hemingway's Lost Generation...and a similar lack of purpose. That Hemingway was able to convey so much with his simple, spare prose is a mighty accomplishment but he failed to slay me.",bull fighting fiesta,Customs,Somewhat familiar,Medium,"Bullfighting is a cultural event specific to Spain and Latin America, which may not be familiar to an Indian audience.",A traditional Spanish event where matadors fight bulls in an arena.,"I understand why this was a sensation in the 1920s. It has a timeless quality and modern themes. I enjoyed his descriptions of fishing in northern Spain and the bullfighting festival in Paloma. I was less impressed by the endless drinking and bar-hopping in Paris in the first part of the book. Since then, we've seen other aimless groups of young people, from the Beats in 'On The Road' to Ken Kesey's Merry Pranksters. These groups share deep friendships with Hemingway's Lost Generation and a similar lack of purpose. Hemingway's simple, spare prose is impressive, but it didn't captivate me."
9798+self:India+fiction,"I guess I can understand why this was such a sensation in the 1920's. It certainly has a timeless quality and its themes are articulated in a style which seems modern almost a century later. I devoured his descriptions of fishing in the Basque country and the bull fighting fiesta in Paloma. I was less impressed by the endless drinking and bar-hopping in Paris which comprise the first part of the book. 
 Since this was written we have witnessed other rudderless groups of young people, from the Beats in On The Road to Ken Kesey's Merry Pranksters. These groups share a propensity for deep and abiding friendship with Hemingway's Lost Generation...and a similar lack of purpose. That Hemingway was able to convey so much with his simple, spare prose is a mighty accomplishment but he failed to slay me.",Paris,Material,Familiar,Low,"Paris is a well-known global city, but its specific cultural context might not be fully understood.","The capital city of France, known for its art, fashion, and culture.","I understand why this was a sensation in the 1920s. It has a timeless quality and modern themes. I enjoyed his descriptions of fishing in northern Spain and the bullfighting festival in Paloma. I was less impressed by the endless drinking and bar-hopping in Paris in the first part of the book. Since then, we've seen other aimless groups of young people, from the Beats in 'On The Road' to Ken Kesey's Merry Pranksters. These groups share deep friendships with Hemingway's Lost Generation and a similar lack of purpose. Hemingway's simple, spare prose is impressive, but it didn't captivate me."
9798+self:India+fiction,"I guess I can understand why this was such a sensation in the 1920's. It certainly has a timeless quality and its themes are articulated in a style which seems modern almost a century later. I devoured his descriptions of fishing in the Basque country and the bull fighting fiesta in Paloma. I was less impressed by the endless drinking and bar-hopping in Paris which comprise the first part of the book. 
 Since this was written we have witnessed other rudderless groups of young people, from the Beats in On The Road to Ken Kesey's Merry Pranksters. These groups share a propensity for deep and abiding friendship with Hemingway's Lost Generation...and a similar lack of purpose. That Hemingway was able to convey so much with his simple, spare prose is a mighty accomplishment but he failed to slay me.",Beats in On The Road,Social,Somewhat familiar,Medium,The Beat Generation and the book 'On The Road' are specific to American culture and may not be widely known in India.,A group of American writers in the 1950s known for their countercultural values.,"I understand why this was a sensation in the 1920s. It has a timeless quality and modern themes. I enjoyed his descriptions of fishing in northern Spain and the bullfighting festival in Paloma. I was less impressed by the endless drinking and bar-hopping in Paris in the first part of the book. Since then, we've seen other aimless groups of young people, from the Beats in 'On The Road' to Ken Kesey's Merry Pranksters. These groups share deep friendships with Hemingway's Lost Generation and a similar lack of purpose. Hemingway's simple, spare prose is impressive, but it didn't captivate me."
9798+self:India+fiction,"I guess I can understand why this was such a sensation in the 1920's. It certainly has a timeless quality and its themes are articulated in a style which seems modern almost a century later. I devoured his descriptions of fishing in the Basque country and the bull fighting fiesta in Paloma. I was less impressed by the endless drinking and bar-hopping in Paris which comprise the first part of the book. 
 Since this was written we have witnessed other rudderless groups of young people, from the Beats in On The Road to Ken Kesey's Merry Pranksters. These groups share a propensity for deep and abiding friendship with Hemingway's Lost Generation...and a similar lack of purpose. That Hemingway was able to convey so much with his simple, spare prose is a mighty accomplishment but he failed to slay me.",Ken Kesey's Merry Pranksters,Social,Unfamiliar,High,"Ken Kesey and his Merry Pranksters are specific to American counterculture, likely unknown to an Indian audience.","A group led by author Ken Kesey in the 1960s, known for their psychedelic bus trips.","I understand why this was a sensation in the 1920s. It has a timeless quality and modern themes. I enjoyed his descriptions of fishing in northern Spain and the bullfighting festival in Paloma. I was less impressed by the endless drinking and bar-hopping in Paris in the first part of the book. Since then, we've seen other aimless groups of young people, from the Beats in 'On The Road' to Ken Kesey's Merry Pranksters. These groups share deep friendships with Hemingway's Lost Generation and a similar lack of purpose. Hemingway's simple, spare prose is impressive, but it didn't captivate me."
9798+self:India+fiction,"I guess I can understand why this was such a sensation in the 1920's. It certainly has a timeless quality and its themes are articulated in a style which seems modern almost a century later. I devoured his descriptions of fishing in the Basque country and the bull fighting fiesta in Paloma. I was less impressed by the endless drinking and bar-hopping in Paris which comprise the first part of the book. 
 Since this was written we have witnessed other rudderless groups of young people, from the Beats in On The Road to Ken Kesey's Merry Pranksters. These groups share a propensity for deep and abiding friendship with Hemingway's Lost Generation...and a similar lack of purpose. That Hemingway was able to convey so much with his simple, spare prose is a mighty accomplishment but he failed to slay me.",Lost Generation,Social,Somewhat familiar,Medium,"The term 'Lost Generation' refers to a specific group of post-WWI writers, which may not be widely known in India.","A group of American writers disillusioned by WWI, including Hemingway.","I understand why this was a sensation in the 1920s. It has a timeless quality and modern themes. I enjoyed his descriptions of fishing in northern Spain and the bullfighting festival in Paloma. I was less impressed by the endless drinking and bar-hopping in Paris in the first part of the book. Since then, we've seen other aimless groups of young people, from the Beats in 'On The Road' to Ken Kesey's Merry Pranksters. These groups share deep friendships with Hemingway's Lost Generation and a similar lack of purpose. Hemingway's simple, spare prose is impressive, but it didn't captivate me."
50119+self:India+fiction,"One of the best books I ever read. I borrowed it from the library, but I will buy it so that I can read it again. 
 It's about a friendship between the author, who is a medical professor, and a student, who becomes a doctor. Both are going through tough life trials. One pulls through and the other doesn't, which you know from the beginning, so this isn't a spoiler. 
 I am neither a sports fan nor a health care professional. Yet Verghese made both not just readable, but interesting and enjoyable. You'll learn a lot and not even know it until you finish.",,,,,,,
50118+self:India+fiction,"Read this in bookclub a few year ago and it has stuck with me. Powerfully told by a dr. who befriends a drug addicted med student. Their tennis games are woven into the story seamlessly (there was just a little too much recall/detail of actual pro tennis matchs.) 
 If you enjoy medical stories, this is a solid read.",bookclub,Social,Somewhat familiar,Low,"Book clubs are not as prevalent in urban India, making the concept somewhat unfamiliar.",A group of people who meet regularly to discuss books they have read.,"Read this in a reading group a few years ago and it has stuck with me. Powerfully told by a doctor who befriends a drug-addicted medical student. Their tennis games are woven into the story seamlessly (there was just a little too much recall/detail of actual professional tennis matches.) If you enjoy medical stories, this is a solid read."
50118+self:India+fiction,"Read this in bookclub a few year ago and it has stuck with me. Powerfully told by a dr. who befriends a drug addicted med student. Their tennis games are woven into the story seamlessly (there was just a little too much recall/detail of actual pro tennis matchs.) 
 If you enjoy medical stories, this is a solid read.",pro tennis matchs,Material,Somewhat familiar,Medium,"Professional tennis matches may not be a common interest in urban India, affecting comprehension.",Competitive tennis games played by professional athletes.,"Read this in a reading group a few years ago and it has stuck with me. Powerfully told by a doctor who befriends a drug-addicted medical student. Their tennis games are woven into the story seamlessly (there was just a little too much recall/detail of actual professional tennis matches.) If you enjoy medical stories, this is a solid read."
50122+self:India+fiction,"I'm rather conflicted about this book. I like the way Verghese writes. I loved Cutting for Stone, but this book was not as good, as a whole. This is more of a memoir about an interesting friendship that revolved around tennis. David is a young doctor who has struggled with drug use. He befriends Verghese and they become tennis partners. It is an unlikely friendship, but they are each able to teach each other things. A good story, but the tennis chapters got in the way. I couldn't follow all of the tennis lingo. The chapters about the friendship were really good. This was a nice memoir to his friend.",Cutting for Stone,Material,Somewhat familiar,Low,"The book 'Cutting for Stone' may not be widely known in urban India, making it somewhat unfamiliar.","'Cutting for Stone' is a novel by Abraham Verghese, popular in Western literary circles.","I'm rather conflicted about this book. I like the way Verghese writes. I loved his novel 'Cutting for Stone,' but this book was not as good overall. This is more of a memoir about an interesting friendship that revolved around tennis. David is a young doctor who has struggled with drug use. He befriends Verghese and they become tennis partners. It is an unlikely friendship, but they are each able to teach each other things. A good story, but the chapters with tennis terminology got in the way. I couldn't follow all of the tennis terms. The chapters about the friendship were really good. This was a nice memoir to his friend."
50122+self:India+fiction,"I'm rather conflicted about this book. I like the way Verghese writes. I loved Cutting for Stone, but this book was not as good, as a whole. This is more of a memoir about an interesting friendship that revolved around tennis. David is a young doctor who has struggled with drug use. He befriends Verghese and they become tennis partners. It is an unlikely friendship, but they are each able to teach each other things. A good story, but the tennis chapters got in the way. I couldn't follow all of the tennis lingo. The chapters about the friendship were really good. This was a nice memoir to his friend.",tennis lingo,Linguistic,Unfamiliar,Medium,Specific tennis terminology may not be commonly understood by those not familiar with the sport in urban India.,Tennis lingo refers to specialized terms used in the sport of tennis.,"I'm rather conflicted about this book. I like the way Verghese writes. I loved his novel 'Cutting for Stone,' but this book was not as good overall. This is more of a memoir about an interesting friendship that revolved around tennis. David is a young doctor who has struggled with drug use. He befriends Verghese and they become tennis partners. It is an unlikely friendship, but they are each able to teach each other things. A good story, but the chapters with tennis terminology got in the way. I couldn't follow all of the tennis terms. The chapters about the friendship were really good. This was a nice memoir to his friend."
55120+self:India+fiction,"A great follow up to ""the Omnivore's Dilemma"" answering the questions: ""OK, so what and how do I eat?"" In America. The book is split into three parts, one part debunking nutritionism: low fat this, high carb that, and focusing on the fact that we should be eating whole foods not just vitamin and mineral combinations that the FDA recommends. The second part of the book delves into the various western diseases (heart attacks, diabetes) which are caused by western diet; finally the last part outlines a smart way of eating: not too much, mostly plants, with food that doesn't include too many ingredients on the package, and to stay away from foods that have ingredients we can't pronounce or identify.",the Omnivore's Dilemma,Material,Somewhat familiar,Low,"The book title might not be widely known in India, making it somewhat unfamiliar to the reader.",A book by Michael Pollan exploring food choices and their implications.,"A great follow-up to 'The Omnivore's Dilemma' answering the questions: 'OK, so what and how do I eat?' in America. The book is split into three parts: one part debunking the focus on individual nutrients like low fat and high carb, emphasizing whole foods instead of just vitamins and minerals recommended by health authorities. The second part discusses diseases like heart attacks and diabetes caused by Western diets. Finally, the last part outlines a smart way of eating: not too much, mostly plants, avoiding foods with many ingredients or unrecognizable ones."
