location,participant_id,region_grew_up,highest_education,current_age,reading_habits,preferred_genre,example_id,book_title,book_authors,book_country,book_genre,review_text,has_read_author,has_read_book,choose_genre_impact,choose_demo_impact,familiarity_grp,understand_grp,can_similar_demo_genre_write,span,span_type
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,111980.0,The Broom of the System,"David Foster Wallace, Duke Riley",usa,fiction,"Leonore endeavours to locate her missing grandmother, soothe the neuroses of her boyfriend, handle her cockatiel's fame and escape consumption by Mr Bombardini in this very funny novel. 
 Probably the 'easiest' thing of DFW's that I've read, and I enjoyed it immensely. Repeated jokes -- ""Frequent and Vigorous"", Vlad the Impaler, a city in the shape of Jayne Mansfield -- were fantastic, as was every single name of every single character.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_maybe,cockatiel's fame,"Non-Cultural, Non-linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,111980.0,The Broom of the System,"David Foster Wallace, Duke Riley",usa,fiction,"Leonore endeavours to locate her missing grandmother, soothe the neuroses of her boyfriend, handle her cockatiel's fame and escape consumption by Mr Bombardini in this very funny novel. 
 Probably the 'easiest' thing of DFW's that I've read, and I enjoyed it immensely. Repeated jokes -- ""Frequent and Vigorous"", Vlad the Impaler, a city in the shape of Jayne Mansfield -- were fantastic, as was every single name of every single character.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_maybe,escape consumption,"Non-Cultural, Non-linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,111980.0,The Broom of the System,"David Foster Wallace, Duke Riley",usa,fiction,"Leonore endeavours to locate her missing grandmother, soothe the neuroses of her boyfriend, handle her cockatiel's fame and escape consumption by Mr Bombardini in this very funny novel. 
 Probably the 'easiest' thing of DFW's that I've read, and I enjoyed it immensely. Repeated jokes -- ""Frequent and Vigorous"", Vlad the Impaler, a city in the shape of Jayne Mansfield -- were fantastic, as was every single name of every single character.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_maybe,"""Frequent and Vigorous"", Vlad the Impaler, a city in the shape of Jayne Mansfield","Cultural, Non-Linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,109067.0,The Best American Essays of the Century,"Joyce Carol Oates, Robert Atwan",usa,non-fiction,"What did I think? What didn't I think? Every essay in this beautifully curated collection is a home run, and most of them were 
 from writers I didn't know. John Muir? Sure, Muir woods, all that. But how would I in my lifetime have learned that he is a 
 sublime writer, pure humor, pure soul, and that he had written the best thing I've ever read about a man's relationship with a dog? 
 (""Stickeen""). ""The Moral Equivalent of War"", by William James, speaks of how to turn the militaristic vision and people's need for 
 it to something positive in the world without a drop of sentimentality about War Being Bad. And I could go on. But you should take my 
 place, and get this book. If any part of your life is available to be changed, to whatever degree, you will find something in this book that 
 will change it.",no,no,genre_influence_no,demographic_influence_no,familiar,not understood,similar_demo_genre_cant,John Muir?,"Cultural, Non-Linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,109067.0,The Best American Essays of the Century,"Joyce Carol Oates, Robert Atwan",usa,non-fiction,"What did I think? What didn't I think? Every essay in this beautifully curated collection is a home run, and most of them were 
 from writers I didn't know. John Muir? Sure, Muir woods, all that. But how would I in my lifetime have learned that he is a 
 sublime writer, pure humor, pure soul, and that he had written the best thing I've ever read about a man's relationship with a dog? 
 (""Stickeen""). ""The Moral Equivalent of War"", by William James, speaks of how to turn the militaristic vision and people's need for 
 it to something positive in the world without a drop of sentimentality about War Being Bad. And I could go on. But you should take my 
 place, and get this book. If any part of your life is available to be changed, to whatever degree, you will find something in this book that 
 will change it.",no,no,genre_influence_no,demographic_influence_no,familiar,not understood,similar_demo_genre_cant,"Muir woods,","Cultural, Non-Linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,109067.0,The Best American Essays of the Century,"Joyce Carol Oates, Robert Atwan",usa,non-fiction,"What did I think? What didn't I think? Every essay in this beautifully curated collection is a home run, and most of them were 
 from writers I didn't know. John Muir? Sure, Muir woods, all that. But how would I in my lifetime have learned that he is a 
 sublime writer, pure humor, pure soul, and that he had written the best thing I've ever read about a man's relationship with a dog? 
 (""Stickeen""). ""The Moral Equivalent of War"", by William James, speaks of how to turn the militaristic vision and people's need for 
 it to something positive in the world without a drop of sentimentality about War Being Bad. And I could go on. But you should take my 
 place, and get this book. If any part of your life is available to be changed, to whatever degree, you will find something in this book that 
 will change it.",no,no,genre_influence_no,demographic_influence_no,familiar,not understood,similar_demo_genre_cant,"(""Stickeen""). ""The Moral Equivalent of War"",","Cultural, Non-Linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,109067.0,The Best American Essays of the Century,"Joyce Carol Oates, Robert Atwan",usa,non-fiction,"What did I think? What didn't I think? Every essay in this beautifully curated collection is a home run, and most of them were 
 from writers I didn't know. John Muir? Sure, Muir woods, all that. But how would I in my lifetime have learned that he is a 
 sublime writer, pure humor, pure soul, and that he had written the best thing I've ever read about a man's relationship with a dog? 
 (""Stickeen""). ""The Moral Equivalent of War"", by William James, speaks of how to turn the militaristic vision and people's need for 
 it to something positive in the world without a drop of sentimentality about War Being Bad. And I could go on. But you should take my 
 place, and get this book. If any part of your life is available to be changed, to whatever degree, you will find something in this book that 
 will change it.",no,no,genre_influence_no,demographic_influence_no,familiar,not understood,similar_demo_genre_cant,"William James,","Cultural, Non-Linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,50119.0,The Tennis Partner,Abraham Verghese,ethiopia,non-fiction,"One of the best books I ever read. I borrowed it from the library, but I will buy it so that I can read it again. 
 It's about a friendship between the author, who is a medical professor, and a student, who becomes a doctor. Both are going through tough life trials. One pulls through and the other doesn't, which you know from the beginning, so this isn't a spoiler. 
 I am neither a sports fan nor a health care professional. Yet Verghese made both not just readable, but interesting and enjoyable. You'll learn a lot and not even know it until you finish.",no,no,genre_influence_no,demographic_influence_slight,very familiar,well understood,similar_demo_genre_maybe,,NA
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,112047.0,The Sun Also Rises,"Ernest Hemingway, William Hurt",usa,fiction,"I really did not like this book, but I don't know if it's because William hurt read it so poorly or because it was just a poorly written book. I was left scratching my head numerous times. There really seemed to be no plot...no point. William hurt might be a great Shakespearean actor, but his narration stinks. I think that was the hardest thing to follow, really. Maybe if someone else had narrated, I might have liked it. I might need to try reading the book, rather than listening to it, but as it stands, I did not like it.",no,no,genre_influence_no,demographic_influence_no,very familiar,well understood,similar_demo_genre_maybe,,NA
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,110389.0,The Age of Kali: Indian Travels & Encounters,William Dalrymple,india,non-fiction,"I loved this book. Such fascinating and interesting essays - made me want to read so much more about Sri Lankan history, about the Bhutto family, and about all of the places mentioned in the book. It is part travelogue, part enrichment - you get to learn about a place you don't know much about. The fact that most of the stories are from the 80s means that you get a relatively recent update on what is going on in India unlike traditional history.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_maybe,"travelogue,","Non-Cultural, Linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,30932.0,Joyland,Stephen King,usa,fiction,"Joyland was fantastic! The feel of an classic mystery story. A touch of paranormal. Stephen King's distinctive ability to give his character's believable voices. Desription so well written, you can smell the cotton candy and feel the stickiness of the humidity. You absolutely cannot go wrong with Joyland. Here's hoping Stephen King writes another in this genre because he does it extremely well.",no,no,genre_influence_slight,demographic_influence_slight,familiar,understood,similar_demo_genre_maybe,cotton candy and feel the stickiness of the humidity.,"Non-Cultural, Non-linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,50089.0,My Own Country: A Doctor's Story,Abraham Verghese,ethiopia,non-fiction,"Sounds like a great story from someone free of homophobia at a time marked by that disease as much as the disease of AIDS. Multiple medical professionals in my family causes me to have familiarity and interest in the professions, so there's that as well. And also content about outsider-ness, and one person's experience as an Indian-American, and other to-an-extent universal interpersonal aspects; altogether fascinating!",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_maybe,free of homophobia at a time marked by that disease,"Cultural, Non-Linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,50089.0,My Own Country: A Doctor's Story,Abraham Verghese,ethiopia,non-fiction,"Sounds like a great story from someone free of homophobia at a time marked by that disease as much as the disease of AIDS. Multiple medical professionals in my family causes me to have familiarity and interest in the professions, so there's that as well. And also content about outsider-ness, and one person's experience as an Indian-American, and other to-an-extent universal interpersonal aspects; altogether fascinating!",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_maybe,"outsider-ness,","Non-Cultural, Linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,111977.0,The Broom of the System,"David Foster Wallace, Duke Riley",usa,fiction,"This is a hard one to judge because I'm judging it against his later works. The fact that he wrote this at my age is infuriating and amazing, and it is a quick and funny read. I think it gets bogged down a bit in the philosophy in parts but the prose is lively and smart, and the world he builds is like our world plus, with weird details and hyperbole that would become such a delightful staple of his later fiction.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_maybe,,NA
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,112154.0,"Guns, Germs and Steel: The Fates of Human Societies","Jared Diamond, Grover Gardner",usa,non-fiction,"This book was pretty neat. I thought it explained well the whys of the different nations/realms of the world and the author explained it with distinct reasons such as food, animals, minerals, climate, geography, etc. 
 This is a perfect blend of geography and history. 
 I didn't think he talked about South America enough though.",no,no,genre_influence_no,demographic_influence_no,very familiar,well understood,similar_demo_genre_maybe,,NA
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,111861.0,The Alchemy of Desire,Tarun J. Tejpal,india,fiction,"""I knew now there was no such thing as a biblioblackhole. 
 Everything written truly lived. 
 Every real word. Every real story. 
 You had to find your words. You had to find your story."" 
 One of the finest pieces of fiction I ever read. Yet all the words were so real and binding. I wanted to talk to the characters, tell them they are wrong, assure them or comfort them or berate them. It kept me on the edge. It kept me afloat with emotions.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_maybe,biblioblackhole.,"Non-Cultural, Non-linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,111861.0,The Alchemy of Desire,Tarun J. Tejpal,india,fiction,"""I knew now there was no such thing as a biblioblackhole. 
 Everything written truly lived. 
 Every real word. Every real story. 
 You had to find your words. You had to find your story."" 
 One of the finest pieces of fiction I ever read. Yet all the words were so real and binding. I wanted to talk to the characters, tell them they are wrong, assure them or comfort them or berate them. It kept me on the edge. It kept me afloat with emotions.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_maybe,berate,"Non-Cultural, Linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,55120.0,In Defense of Food: An Eater's Manifesto,Michael Pollan,usa,non-fiction,"A great follow up to ""the Omnivore's Dilemma"" answering the questions: ""OK, so what and how do I eat?"" In America. The book is split into three parts, one part debunking nutritionism: low fat this, high carb that, and focusing on the fact that we should be eating whole foods not just vitamin and mineral combinations that the FDA recommends. The second part of the book delves into the various western diseases (heart attacks, diabetes) which are caused by western diet; finally the last part outlines a smart way of eating: not too much, mostly plants, with food that doesn't include too many ingredients on the package, and to stay away from foods that have ingredients we can't pronounce or identify.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_yes,"""the Omnivore's Dilemma""","Cultural, Non-Linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,55120.0,In Defense of Food: An Eater's Manifesto,Michael Pollan,usa,non-fiction,"A great follow up to ""the Omnivore's Dilemma"" answering the questions: ""OK, so what and how do I eat?"" In America. The book is split into three parts, one part debunking nutritionism: low fat this, high carb that, and focusing on the fact that we should be eating whole foods not just vitamin and mineral combinations that the FDA recommends. The second part of the book delves into the various western diseases (heart attacks, diabetes) which are caused by western diet; finally the last part outlines a smart way of eating: not too much, mostly plants, with food that doesn't include too many ingredients on the package, and to stay away from foods that have ingredients we can't pronounce or identify.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_yes,ingredients we can't pronounce or identify.,"Non-Cultural, Non-linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,50103.0,My Own Country: A Doctor's Story,Abraham Verghese,ethiopia,non-fiction,"I wanted to love this book! It could be that my expectations were too high, but I felt it was a solid read, not remarkable. The early writing felt stilted, though by the end it had either gotten smoother, or I had grown used to it. Certainly worth the time, but far from falling in the couldn't-put-it-down category.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_yes,"Certainly worth the time, but far from falling in the couldn't-put-it-down category.","Non-Cultural, Linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,71332.0,"The Oath of the Vayuputras (Shiva Trilogy, #3)",Amish Tripathi,india,fiction,"DISAPPOINTED 
 After the first two books, I had high hopes. The plot was good; it had purpose - ""Evil"" had risen in Meluha, Shiva had to stop it. 
 And then came ""the oath of vayuputras"" . Instead of the story being about Shiva and his ultimate triumph over evil, it became the story about, the balance between ""Good"" and ""Evil"". that had been destroyed(seriously!) and that Shiva must remove ""Evil"" and restore ""Good"".All this was told over in like 50 pages with words good & evil being repeated in every other sentence. 
 Most disappointing about this book was the terrible ending. it took me days to complete this book. 
 the title of the book is ""oath"" of vayuputras! 
 what oath? 
 it could have been batter",no,no,genre_influence_slight,demographic_influence_slight,familiar,understood,similar_demo_genre_yes,"""Evil"" had risen in Meluha, Shiva had to stop it.","Cultural, Non-Linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,71332.0,"The Oath of the Vayuputras (Shiva Trilogy, #3)",Amish Tripathi,india,fiction,"DISAPPOINTED 
 After the first two books, I had high hopes. The plot was good; it had purpose - ""Evil"" had risen in Meluha, Shiva had to stop it. 
 And then came ""the oath of vayuputras"" . Instead of the story being about Shiva and his ultimate triumph over evil, it became the story about, the balance between ""Good"" and ""Evil"". that had been destroyed(seriously!) and that Shiva must remove ""Evil"" and restore ""Good"".All this was told over in like 50 pages with words good & evil being repeated in every other sentence. 
 Most disappointing about this book was the terrible ending. it took me days to complete this book. 
 the title of the book is ""oath"" of vayuputras! 
 what oath? 
 it could have been batter",no,no,genre_influence_slight,demographic_influence_slight,familiar,understood,similar_demo_genre_yes,"""the oath of vayuputras""","Cultural, Non-Linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,71332.0,"The Oath of the Vayuputras (Shiva Trilogy, #3)",Amish Tripathi,india,fiction,"DISAPPOINTED 
 After the first two books, I had high hopes. The plot was good; it had purpose - ""Evil"" had risen in Meluha, Shiva had to stop it. 
 And then came ""the oath of vayuputras"" . Instead of the story being about Shiva and his ultimate triumph over evil, it became the story about, the balance between ""Good"" and ""Evil"". that had been destroyed(seriously!) and that Shiva must remove ""Evil"" and restore ""Good"".All this was told over in like 50 pages with words good & evil being repeated in every other sentence. 
 Most disappointing about this book was the terrible ending. it took me days to complete this book. 
 the title of the book is ""oath"" of vayuputras! 
 what oath? 
 it could have been batter",no,no,genre_influence_slight,demographic_influence_slight,familiar,understood,similar_demo_genre_yes,"the balance between ""Good"" and ""Evil"".","Cultural, Non-Linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,111974.0,The Broom of the System,"David Foster Wallace, Duke Riley",usa,fiction,"I wanted to read a book by David Foster Wallace before eventually attempting 'Infinite Jest'. I had already dabbled in one of his non-novels - I can't remember which - and didn't really get on with it. Then I happened to find the Penguin Ink edition of this in a bookshop, and I'm glad I did, not least because the font is perfect. 
 It made my head hurt a little without making me get fed up of it, or being too clever for its own good, which is pretty impressive. And gosh, it just made a perverse amount of sense. I don't think I can say anything else about it that no-one else has ever said; capturing modern life as it really is was Wallace's talent - at 24! - after all. So I'll just end by saying this is more than indicative of a brilliant mind and I can't wait to read more of his work.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_maybe,'Infinite Jest'.,"Cultural, Non-Linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,111974.0,The Broom of the System,"David Foster Wallace, Duke Riley",usa,fiction,"I wanted to read a book by David Foster Wallace before eventually attempting 'Infinite Jest'. I had already dabbled in one of his non-novels - I can't remember which - and didn't really get on with it. Then I happened to find the Penguin Ink edition of this in a bookshop, and I'm glad I did, not least because the font is perfect. 
 It made my head hurt a little without making me get fed up of it, or being too clever for its own good, which is pretty impressive. And gosh, it just made a perverse amount of sense. I don't think I can say anything else about it that no-one else has ever said; capturing modern life as it really is was Wallace's talent - at 24! - after all. So I'll just end by saying this is more than indicative of a brilliant mind and I can't wait to read more of his work.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_maybe,dabbled,"Cultural, Linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,111974.0,The Broom of the System,"David Foster Wallace, Duke Riley",usa,fiction,"I wanted to read a book by David Foster Wallace before eventually attempting 'Infinite Jest'. I had already dabbled in one of his non-novels - I can't remember which - and didn't really get on with it. Then I happened to find the Penguin Ink edition of this in a bookshop, and I'm glad I did, not least because the font is perfect. 
 It made my head hurt a little without making me get fed up of it, or being too clever for its own good, which is pretty impressive. And gosh, it just made a perverse amount of sense. I don't think I can say anything else about it that no-one else has ever said; capturing modern life as it really is was Wallace's talent - at 24! - after all. So I'll just end by saying this is more than indicative of a brilliant mind and I can't wait to read more of his work.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_maybe,Penguin Ink edition,"Cultural, Non-Linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,37373.0,The Shining,Stephen King,usa,fiction,"I can't believe I forgot to add this book, I do forget to add books, BUT THIS BOOK! 
 I loved it, I used to always think Stephen King was so and so, but after reading this book I love him. This book got me so scared, I would become paralyzed, not even able to let go of the book. I would stay put close my eyes and wait till the fear and goosebumps were gone and then go back to reading it, then again get scared. Vicious yet entertaining cycle.",no,no,genre_influence_slight,demographic_influence_no,familiar,well understood,similar_demo_genre_yes,,NA
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,2745.0,Job: A Comedy of Justice,Robert A. Heinlein,usa,fiction,"I know I shouldn't, but I love Heinlein, and even most of his not-very-good books are still fun to read. This is basically just two people thrown into a series of random situations. The female character is such a classic Heinlein female. If you hate that sort of thing, skip it.",no,no,genre_influence_slight,demographic_influence_slight,very familiar,well understood,similar_demo_genre_yes,,NA
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,111607.0,The Diviners,"Margaret Laurence, Margaret Atwood",usa,fiction,"Finally, a great Canadian novel that doesnt suck and is worthy of high praise! I was skeptical at first since a 500+ page novel about a female Canadian writer does not exactly scream out ""page-turner"" but Laurence has more than a few tricks up her sleeve to to write a thematically rich and emotionally charged story that is incredibly compelling without losing momentum. She takes the ordinary stuff of life and magically transforms it into something fresh. Laurence is often considered one of Canada's greatest writers ever and I am beginning to see why she held in such high regard.",no,no,genre_influence_slight,demographic_influence_no,familiar,understood,similar_demo_genre_maybe,,NA
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,111805.0,Ethan Frome and Other Short Fiction,"Edith Wharton, Mary Gordon",usa,fiction,"Ethan Frome left shocked. Just yesterday, I was marvelled with the enchantment of the lonely world Edith Wharton had driven me to and thought ""what a beautiful way of telling this story!"" 
 As it is known, Ethan Frome is a tragic narration about two, or perhaps it should be said, three people. The descriptions of these characters, their adventures and misadventures, their feelings and strange relationships are so touching and yet realistic. 
 First one is wondering at the tragic web of events surrounding these people, so tragic indeed, as to raise one's sympathy page after page until...Let's just say, Edith Wharton gifted us with a plot as interesting as the ending is surprising.",no,no,genre_influence_slight,demographic_influence_slight,familiar,understood,similar_demo_genre_maybe,tragic narration,"Non-Cultural, Linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,49275.0,Cutting for Stone,Abraham Verghese,ethiopia,fiction,"I loved this book, really wanted to rate it a 4+ stars. It may become a 5 after I have had more time to think about it. There were many issues to think about, living circumstances, life decisions, death, etc. It was not a light, easy read, but moving in many ways.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_maybe,,NA
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,83197.0,The Telling (Hainish Cycle #8),Ursula K. Le Guin,usa,fiction,"Sutty is an Indo-Canadian, raised partly in India, who is an Observer for the interstellar Ekumen. She has been sent to Aka, a world in a stranglehold of a Corporate government, who have outlawed all old customs and beliefs. She is given permission to live upriver, in the countryside. There she finds out what Aka is really like. Their culture and their religion, to me, seems a blend of Buddhism and Daoism and it's based on the Telling, or stories. I loved this, it makes me want to read the Hainish books that I haven't gotten around to and to reread the ones I have. 
 This seems like an excellent companion to The Sparrow and Children of God about the unintended consequences of Imperialism and Colonialism, even when those weren't intended.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_cant,"Aka,","Cultural, Non-Linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,83197.0,The Telling (Hainish Cycle #8),Ursula K. Le Guin,usa,fiction,"Sutty is an Indo-Canadian, raised partly in India, who is an Observer for the interstellar Ekumen. She has been sent to Aka, a world in a stranglehold of a Corporate government, who have outlawed all old customs and beliefs. She is given permission to live upriver, in the countryside. There she finds out what Aka is really like. Their culture and their religion, to me, seems a blend of Buddhism and Daoism and it's based on the Telling, or stories. I loved this, it makes me want to read the Hainish books that I haven't gotten around to and to reread the ones I have. 
 This seems like an excellent companion to The Sparrow and Children of God about the unintended consequences of Imperialism and Colonialism, even when those weren't intended.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_cant,Hainish books,"Cultural, Non-Linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,83197.0,The Telling (Hainish Cycle #8),Ursula K. Le Guin,usa,fiction,"Sutty is an Indo-Canadian, raised partly in India, who is an Observer for the interstellar Ekumen. She has been sent to Aka, a world in a stranglehold of a Corporate government, who have outlawed all old customs and beliefs. She is given permission to live upriver, in the countryside. There she finds out what Aka is really like. Their culture and their religion, to me, seems a blend of Buddhism and Daoism and it's based on the Telling, or stories. I loved this, it makes me want to read the Hainish books that I haven't gotten around to and to reread the ones I have. 
 This seems like an excellent companion to The Sparrow and Children of God about the unintended consequences of Imperialism and Colonialism, even when those weren't intended.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_cant,The Sparrow and Children of God,"Cultural, Non-Linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,83197.0,The Telling (Hainish Cycle #8),Ursula K. Le Guin,usa,fiction,"Sutty is an Indo-Canadian, raised partly in India, who is an Observer for the interstellar Ekumen. She has been sent to Aka, a world in a stranglehold of a Corporate government, who have outlawed all old customs and beliefs. She is given permission to live upriver, in the countryside. There she finds out what Aka is really like. Their culture and their religion, to me, seems a blend of Buddhism and Daoism and it's based on the Telling, or stories. I loved this, it makes me want to read the Hainish books that I haven't gotten around to and to reread the ones I have. 
 This seems like an excellent companion to The Sparrow and Children of God about the unintended consequences of Imperialism and Colonialism, even when those weren't intended.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_cant,"Imperialism and Colonialism,","Non-Cultural, Non-linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,111856.0,The Sixth Extinction,"Elizabeth Kolbert, Anne Twomey",usa,non-fiction,"Excellent but absolutely and insanely depressing - why even finish, much less write a review? We're all doomed - global climate change, ocean acidification, invasive species, ecosystem fragmentation, poaching, not to mention chytrid and other fungi wiping out the amphibians, bats and bees...I mean seriously, why bother? 
 This is an extremely well-researched, well-written book - but there's a lot of science here, so not really easy listening on the daily commute. I made it through 5 of 8 CDs before I got the actual book from the library, and then switched back and forth for the rest of the story. (As I'd hoped, the book has a lot of helpful - if, again, depressing - illustrations. Plus, reading at home made me less likely to drive my car off the nearest bridge - yes, it's that depressing; and the final pages/conclusions offer very little in the way of hope.) 
 I understand that Al Gore's new movie ends on a slightly more upbeat tone, so maybe I should go see that now. Because otherwise, with Donald Trump in the White House and science deniers seemingly in all the important government positions right now, I'm just sad, made and really afraid.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_maybe,"ocean acidification, invasive species, ecosystem fragmentation, poaching,","Non-Cultural, Non-linguistic"
india,fedf2346b479533f4595175390913c8e495805a45c733e360c41ffb1c9452039,rural,undergraduate,18_to_25,occasional,non_fiction,111856.0,The Sixth Extinction,"Elizabeth Kolbert, Anne Twomey",usa,non-fiction,"Excellent but absolutely and insanely depressing - why even finish, much less write a review? We're all doomed - global climate change, ocean acidification, invasive species, ecosystem fragmentation, poaching, not to mention chytrid and other fungi wiping out the amphibians, bats and bees...I mean seriously, why bother? 
 This is an extremely well-researched, well-written book - but there's a lot of science here, so not really easy listening on the daily commute. I made it through 5 of 8 CDs before I got the actual book from the library, and then switched back and forth for the rest of the story. (As I'd hoped, the book has a lot of helpful - if, again, depressing - illustrations. Plus, reading at home made me less likely to drive my car off the nearest bridge - yes, it's that depressing; and the final pages/conclusions offer very little in the way of hope.) 
 I understand that Al Gore's new movie ends on a slightly more upbeat tone, so maybe I should go see that now. Because otherwise, with Donald Trump in the White House and science deniers seemingly in all the important government positions right now, I'm just sad, made and really afraid.",no,no,genre_influence_no,demographic_influence_no,familiar,understood,similar_demo_genre_maybe,chytrid,"Non-Cultural, Non-linguistic"
